age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
75,171.6,92.8,3495.0,0.58,5000.0,7599.672720166204
54,168.4,67.4,1449.0,0.53,10000.0,500.0
56,163.2,108.9,2348.0,0.18,5000.0,21113.27636768589
62,191.2,61.7,500.0,0.02,5000.0,500.0
40,190.0,68.7,884.0,0.29,5000.0,14376.438833682334
22,172.7,90.2,3059.0,0.77,5000.0,7217.977715068121
29,171.4,72.0,3675.0,0.7,5000.0,27701.996539834145
26,192.3,63.4,5271.0,0.7,5000.0,26040.812091448945
43,175.1,65.7,2847.0,0.76,5000.0,33544.04291451291
56,172.6,99.0,2848.0,0.7,10000.0,500.0
32,173.1,84.0,1321.0,0.38,5000.0,500.0
44,163.7,70.2,2761.0,0.27,5000.0,13328.93030342058
51,164.3,67.7,1686.0,0.06,5000.0,500.0
43,174.0,74.0,2147.0,0.97,5000.0,27630.264700699638
68,181.4,65.9,3102.0,0.05,937.81,27803.160032930435
42,162.0,78.3,3664.0,0.13,941.82,23873.926816609688
58,188.7,82.7,2794.0,0.16,5000.0,1273.8157299253128
57,173.4,79.3,3789.0,0.04,10000.0,17481.583898228793
36,177.5,65.2,2906.0,0.18,10000.0,500.0
59,179.2,86.0,3124.0,0.36,10000.0,500.0
63,169.7,84.5,500.0,0.79,5000.0,500.0
36,158.5,93.3,1089.0,0.15,5000.0,500.0
20,155.6,59.1,1120.0,0.73,1216.82,500.0
58,174.2,83.5,1231.0,0.69,5000.0,1396.4445400010422
39,165.2,84.4,3384.0,0.81,5000.0,500.0
19,154.8,83.6,2391.0,0.47,5000.0,7138.860650781607
65,172.5,71.1,818.0,0.49,700.32,500.0
24,186.6,72.0,2678.0,0.6,5000.0,24660.31707304339
18,165.3,74.4,1176.0,0.36,5000.0,11245.155769496318
68,151.0,50.9,2180.0,0.61,5000.0,500.0
34,175.3,88.8,2574.0,0.22,5000.0,500.0
75,172.0,66.6,1257.0,0.06,5000.0,500.0
34,173.9,42.6,2564.0,0.1,10000.0,14017.726998290773
47,174.3,89.6,1650.0,0.4,5000.0,500.0
68,159.7,49.5,2145.0,0.44,664.73,13945.194511369737
52,157.7,45.4,2261.0,0.16,5000.0,15328.642457723092
32,174.0,87.0,1892.0,0.37,5000.0,500.0
52,171.0,70.5,2245.0,0.53,5000.0,26644.62662003397
68,177.5,46.2,2261.0,0.68,5000.0,500.0
19,170.9,75.9,3813.0,0.62,5000.0,21959.75646115156
58,174.6,84.9,3591.0,0.81,10000.0,500.0
27,177.4,75.4,3268.0,0.83,1163.64,17482.144858514723
52,162.0,85.1,1307.0,0.39,10000.0,500.0
69,153.5,71.1,3341.0,0.98,5000.0,17169.206502443045
62,161.1,105.0,1972.0,0.77,105.46,13583.658938494276
22,168.1,81.4,2778.0,0.48,5000.0,500.0
25,170.5,81.2,4030.0,0.17,5000.0,10816.56791802729
44,181.5,58.3,852.0,0.21,5000.0,500.0
59,170.1,95.0,500.0,0.32,594.59,6728.080258564397
66,171.0,76.2,1273.0,0.05,5000.0,8522.241740684532
74,164.7,72.6,1889.0,0.19,5000.0,500.0
69,165.8,80.3,500.0,0.78,5000.0,500.0
47,188.6,51.6,2726.0,0.2,5000.0,500.0
61,152.8,77.5,2172.0,0.88,5000.0,500.0
42,170.9,76.2,4467.0,0.53,5000.0,7133.766701514752
39,179.9,58.8,2989.0,0.98,5000.0,11767.931119492578
21,167.7,70.2,2085.0,0.33,1129.02,500.0
49,173.5,67.7,2426.0,0.55,5000.0,500.0
61,172.1,75.2,556.0,0.91,5000.0,26210.28196680767
43,182.7,96.1,2428.0,0.56,5000.0,500.0
34,180.4,72.5,3043.0,0.36,5000.0,500.0
71,171.3,70.8,4017.0,0.69,812.69,36262.30754366217
55,153.8,61.1,2410.0,0.81,5000.0,500.0
37,171.1,49.5,4918.0,0.36,5000.0,15980.284523237306
41,175.8,66.3,1023.0,0.57,10000.0,2773.3540447095083
24,168.3,75.1,1809.0,0.3,5000.0,1814.4845627822767
65,168.2,71.5,2912.0,0.92,10000.0,8801.156802206959
72,161.9,71.7,2567.0,0.86,293.18,500.0
64,169.8,66.5,3516.0,0.37,5000.0,500.0
21,180.8,61.4,3960.0,0.92,1134.93,500.0
24,185.9,44.5,2074.0,0.98,10000.0,500.0
27,160.1,58.4,3048.0,0.8,10000.0,500.0
28,184.2,77.2,709.0,0.66,10000.0,500.0
62,178.2,86.7,2103.0,0.51,1021.36,40021.07903996854
59,170.7,70.8,1595.0,0.87,5000.0,500.0
70,174.8,67.9,5030.0,0.42,5000.0,500.0
52,160.1,66.6,3517.0,0.17,5000.0,17967.36245444661
42,172.9,84.1,2616.0,0.41,1063.8,500.0
30,168.3,54.3,2325.0,0.63,5000.0,500.0
28,160.6,88.5,3792.0,0.85,5000.0,37932.5187732267
66,170.3,81.6,3431.0,0.42,10000.0,14896.95240509809
37,167.9,78.0,764.0,0.66,944.68,500.0
41,167.5,59.1,2381.0,0.32,286.57,9354.662792984136
57,166.6,51.4,4171.0,0.81,763.54,11981.501728088751
65,177.5,76.2,1893.0,0.38,712.5,500.0
64,170.8,66.7,1619.0,0.88,5000.0,500.0
67,164.4,48.1,3164.0,0.3,1106.38,500.0
53,186.2,82.1,2760.0,0.97,10000.0,500.0
31,178.6,55.6,500.0,0.18,5000.0,500.0
37,167.1,69.8,4149.0,0.65,5000.0,11748.4133547253
61,156.2,81.5,3723.0,0.52,5000.0,40021.07903996854
19,176.2,62.2,3044.0,0.92,5000.0,32443.714397486903
62,190.3,74.1,1251.0,0.18,5000.0,500.0
31,160.8,58.4,2140.0,0.45,10000.0,500.0
56,186.2,81.2,1882.0,0.4,745.25,500.0
39,170.1,48.6,500.0,0.65,852.65,2809.0685120321923
44,178.2,45.6,2796.0,0.01,5000.0,500.0
59,154.6,31.3,635.0,0.9,10000.0,500.0
59,166.2,32.0,3244.0,0.17,5000.0,500.0
66,170.1,60.6,3831.0,0.49,5000.0,23826.98224378421
58,169.9,46.6,3272.0,0.98,5000.0,19025.22461592241
74,178.2,81.6,2399.0,0.18,10000.0,500.0
26,176.2,78.5,3209.0,0.62,5000.0,25574.64059687515
38,180.5,48.9,3238.0,0.21,5000.0,500.0
36,164.4,40.9,2899.0,0.01,978.31,1268.389955896836
45,158.1,42.0,2187.0,0.1,5000.0,500.0
71,175.7,59.9,1568.0,0.57,10000.0,8797.814558404281
33,156.1,81.0,1812.0,0.82,5000.0,2834.4817871475857
37,179.1,30.5,3754.0,0.26,5000.0,29095.752983725444
56,165.6,49.6,2248.0,0.7,5000.0,16610.4324116248
49,164.4,63.3,2781.0,0.58,5000.0,4704.261460615925
18,183.2,83.0,2975.0,0.51,5000.0,500.0
56,171.5,104.2,3136.0,0.26,5000.0,500.0
57,177.1,41.0,2514.0,0.46,5000.0,13640.878971877895
69,165.6,55.6,2597.0,0.48,10000.0,500.0
30,178.9,84.0,2766.0,0.88,5000.0,500.0
27,175.8,62.4,500.0,0.59,10000.0,5924.700798656062
18,183.8,66.6,2880.0,0.29,5000.0,500.0
65,161.5,99.0,2724.0,0.7,5000.0,21967.150155209965
70,168.8,59.6,3138.0,0.5,5000.0,14879.1342048782
24,171.9,89.6,2547.0,0.22,5000.0,500.0
54,155.4,75.6,2039.0,0.09,5000.0,17024.842765783367
54,173.4,73.7,1644.0,0.38,5000.0,500.0
50,162.4,48.8,3419.0,0.13,5000.0,500.0
40,152.2,65.0,2437.0,0.49,5000.0,500.0
33,175.1,114.4,4317.0,0.96,10000.0,16839.884072781115
25,162.5,100.4,1918.0,0.09,5000.0,500.0
55,168.2,67.5,2256.0,0.16,5000.0,23986.0348910977
26,167.5,90.8,4077.0,0.9,5000.0,500.0
72,169.6,88.0,1931.0,0.51,10000.0,14389.818518246744
30,156.9,45.2,2774.0,0.98,948.98,27985.11169137675
22,185.3,89.5,3530.0,0.13,418.27,18186.594474232497
18,162.8,57.4,2171.0,0.0,963.76,500.0
30,167.3,86.9,1363.0,0.41,10000.0,500.0
65,166.3,50.4,1044.0,0.93,974.52,21284.41186446679
49,153.7,71.2,1968.0,0.73,1161.12,18314.558225299203
31,168.4,63.3,3027.0,0.81,5000.0,2842.6976232765564
26,172.7,73.4,1341.0,0.61,10000.0,500.0
48,178.6,24.5,5338.0700000000015,0.97,5000.0,20723.63651460875
64,176.4,76.6,3217.0,0.9,843.72,2136.491269835813
24,184.1,63.6,1652.0,0.39,257.05,9905.518803305958
43,167.8,84.2,3609.0,0.18,10000.0,24842.93723271435
58,166.3,34.9,3323.0,0.46,5000.0,8076.410427997091
64,163.7,74.9,2577.0,0.94,780.98,7082.085233460393
55,157.6,80.0,3056.0,0.55,1134.82,500.0
23,180.5,63.9,1289.0,0.26,1054.52,2828.1531439647933
38,181.9,88.9,500.0,0.15,5000.0,500.0
69,149.4,67.3,4860.0,0.73,5000.0,26318.74464440682
20,177.9,67.4,3790.0,0.32,5000.0,500.0
68,173.6,70.2,2363.0,0.53,10000.0,7997.517283682837
52,173.1,95.9,2703.0,0.13,1187.01,500.0
59,157.3,65.5,2362.0,0.34,10000.0,500.0
41,173.6,77.9,2190.0,0.39,583.17,500.0
34,162.7,74.0,1982.0,0.86,600.49,10170.616147502187
69,176.7,40.4,1742.0,0.66,10000.0,8427.0775812741
35,155.4,67.2,2175.0,0.56,10000.0,500.0
29,160.1,80.4,5338.0700000000015,0.51,5000.0,25859.438482166493
21,185.0,70.9,2094.0,0.69,5000.0,4041.9790981280544
75,185.0,57.9,1200.0,0.53,5000.0,500.0
57,163.6,62.3,844.0,0.52,5000.0,500.0
74,155.6,63.7,3354.0,0.5,62.85,500.0
19,158.8,76.6,4285.0,0.84,10000.0,8569.79706185768
31,176.1,56.6,946.0,0.96,10000.0,12013.169289164312
64,158.7,64.0,1991.0,0.2,5000.0,500.0
44,169.1,103.5,2489.0,0.06,5000.0,500.0
44,158.5,51.0,3179.0,0.55,5000.0,21320.005187687253
66,180.3,73.5,1861.0,0.58,5000.0,500.0
58,167.2,72.3,2086.0,0.49,5000.0,12549.624855379849
71,167.8,97.7,1723.0,0.61,5000.0,500.0
19,170.0,84.1,3563.0,0.16,5000.0,7446.136336127524
34,167.1,57.5,4342.0,0.57,5000.0,24406.518674604034
56,172.5,71.0,2291.0,0.9,5000.0,17931.114911344644
51,170.1,89.2,1836.0,0.33,971.9,929.2302867003194
36,148.0,68.0,2218.0,0.03,994.86,24221.03734614199
61,170.8,61.9,3376.0,0.95,1170.03,500.0
72,154.6,86.2,2800.0,0.16,10000.0,500.0
70,178.0,58.2,930.0,0.49,5000.0,500.0
57,168.5,58.4,2505.0,0.75,639.08,37808.59949109747
50,154.2,36.8,2390.0,0.9,5000.0,1862.778551848726
62,176.5,87.0,2251.0,0.62,5000.0,500.0
72,173.8,67.8,2368.0,0.59,784.92,500.0
43,173.4,51.6,1265.0,0.43,5000.0,500.0
44,165.8,84.1,637.0,0.71,5000.0,500.0
70,151.2,71.7,3243.0,0.35,5000.0,4574.9685984036605
52,180.3,61.8,879.0,0.79,5000.0,500.0
37,171.3,63.1,500.0,0.28,329.63,500.0
60,189.4,67.3,2174.0,0.39,569.22,500.0
67,158.7,55.6,1512.0,0.11,5000.0,15877.582829401588
40,166.5,61.1,2601.0,0.91,10000.0,500.0
43,167.0,61.0,2318.0,0.53,1388.32,16160.54515451806
53,163.0,78.9,4240.0,0.75,5000.0,15858.950343169943
24,176.9,51.7,2065.0,0.93,5000.0,500.0
22,165.5,60.4,1418.0,0.2,216.04,18211.888124076293
44,163.1,75.2,4543.0,0.7,5000.0,500.0
53,148.8,53.8,1414.0,0.17,752.85,1130.1526665976949
59,184.8,75.3,2353.0,0.09,10000.0,500.0
75,152.2,61.9,500.0,0.51,896.67,500.0
58,162.5,86.2,1143.0,0.86,5000.0,500.0
20,154.1,72.0,1039.0,0.92,5000.0,500.0
19,166.9,74.8,500.0,0.17,5000.0,17636.862081617895
64,165.2,85.2,2166.0,0.21,10000.0,500.0
55,177.9,59.4,4056.0,0.78,10000.0,500.0
34,167.1,54.7,3076.0,0.39,5000.0,500.0
36,173.7,62.4,3089.0,0.47,5000.0,18241.429035683264
66,162.6,68.0,1159.0,0.46,1378.19,500.0
21,174.4,44.9,3102.0,0.68,5000.0,29204.933829218364
26,167.2,73.0,1202.0,0.99,5000.0,500.0
59,152.9,96.3,500.0,0.57,695.15,15082.961701237107
72,160.1,71.5,2650.0,0.11,10000.0,13641.630437961529
22,174.2,74.2,2929.0,0.56,10000.0,3506.0932597510114
33,166.1,67.3,4467.0,0.13,529.51,500.0
45,183.1,77.6,1361.0,0.47,10000.0,18748.64342476132
29,165.6,75.9,4823.0,0.37,5000.0,500.0
51,171.1,52.3,4185.0,0.33,10000.0,13072.723191942408
25,182.1,88.0,2794.0,0.65,766.87,500.0
32,148.1,56.7,2461.0,0.65,1021.36,500.0
55,191.4,91.2,2295.0,0.19,847.25,20467.71908854508
63,157.1,56.1,1069.0,0.01,5000.0,500.0
44,182.9,58.2,2024.0,0.9,5000.0,18492.062001420378
54,171.2,71.1,2264.0,0.56,5000.0,500.0
38,172.8,71.5,2303.0,0.49,10000.0,9265.928791144574
30,175.9,61.4,2975.0,0.07,1209.67,500.0
22,191.8,94.8,3543.0,0.46,10000.0,38530.469576731375
40,178.1,80.7,1379.0,0.1,242.86,7223.169078847762
71,160.6,109.4,3004.0,0.13,5000.0,24360.2974779708
61,161.7,67.3,2681.0,0.08,10000.0,500.0
18,152.2,58.4,3539.0,0.61,934.38,2734.194170408262
36,160.3,69.9,2101.0,0.34,5000.0,11805.215471512374
33,171.7,39.1,2158.0,0.9,5000.0,25563.880471757904
70,169.1,62.6,2483.0,0.09,956.85,500.0
37,160.3,66.2,4117.0,0.36,655.49,14260.15220658947
27,174.7,80.5,2233.0,0.62,10000.0,24270.20863280798
40,171.2,55.1,2023.0,0.79,5000.0,18179.788622728905
59,204.1,72.7,1659.0,0.25,10000.0,500.0
45,175.8,76.5,2654.0,0.74,5000.0,14529.58256709109
27,157.4,49.5,3047.0,0.87,5000.0,500.0
29,163.2,72.7,3158.0,0.02,5000.0,12643.73128427776
36,156.5,71.2,2938.0,0.3,5000.0,500.0
32,156.7,60.0,1766.0,0.02,5000.0,6065.297556901488
28,178.1,74.4,3749.0,0.07,10000.0,13951.858356926174
71,181.0,74.7,547.0,0.28,5000.0,500.0
18,166.6,71.8,3959.0,0.4,5000.0,500.0
19,185.5,82.6,500.0,0.91,5000.0,6453.088426604251
44,165.1,54.6,1564.0,0.08,77.94,500.0
25,170.6,47.7,1968.0,0.45,5000.0,20458.78976194352
74,170.6,55.1,500.0,0.01,5000.0,500.0
41,159.7,76.8,2227.0,0.33,5000.0,500.0
27,178.7,61.8,1924.0,0.31,5000.0,572.6014218360648
30,171.0,45.3,2242.0,0.82,5000.0,7405.375956687081
46,165.2,68.6,4453.0,0.55,5000.0,38007.01891969257
38,160.7,87.2,1468.0,0.84,707.06,500.0
65,168.9,80.0,3446.0,0.02,737.62,16818.085738883787
21,169.3,71.1,2944.0,0.74,5000.0,37730.70918653798
39,169.4,93.9,1823.0,0.97,10000.0,7141.560194438305
46,153.2,76.2,3696.0,0.2,10000.0,500.0
53,177.9,81.6,1210.0,0.81,5000.0,500.0
43,174.1,60.7,1905.0,0.63,5000.0,500.0
44,180.4,85.1,5338.0700000000015,0.89,5000.0,27292.02093115948
22,174.4,55.7,1992.0,0.46,5000.0,22308.466135450788
69,173.8,39.8,2819.0,0.52,5000.0,1523.432523426136
63,175.6,95.6,500.0,0.86,21.11,22685.935591868398
56,181.6,71.5,500.0,0.74,5000.0,500.0
73,119.2,42.9,1757.0,0.3,5000.0,22520.546472419283
32,182.4,61.7,2333.0,0.86,5000.0,7235.631567374976
61,173.9,64.6,3780.0,0.88,5000.0,16585.611169729742
72,181.7,94.2,2804.0,0.02,5000.0,18828.598529215637
64,153.8,68.9,2079.0,0.19,5000.0,500.0
60,172.2,79.6,1190.0,0.14,10000.0,500.0
72,160.8,70.3,4142.0,0.46,5000.0,16669.83357559903
32,176.8,61.0,3981.0,0.64,5000.0,18798.322396177453
51,178.6,76.8,500.0,0.65,10000.0,20029.040757701445
52,166.0,58.5,1208.0,0.75,5000.0,500.0
72,165.4,64.1,2941.0,0.66,10000.0,500.0
39,160.6,79.2,1346.0,0.66,5000.0,4672.653006666625
67,161.3,77.6,3354.0,0.66,5000.0,12341.673524452784
58,157.0,94.2,2192.0,0.56,5000.0,13391.233834727203
75,165.6,80.2,2179.0,0.6,1038.54,16307.7229371125
29,170.3,89.1,4073.0,0.7,5000.0,17566.40177951013
25,167.8,64.2,2844.0,0.6,10000.0,500.0
62,163.7,70.2,2889.0,0.78,935.59,500.0
52,176.8,76.9,500.0,1.0,10000.0,500.0
69,173.3,54.7,2842.0,0.98,5000.0,9181.44378036272
70,165.9,82.5,1060.0,0.35,10000.0,500.0
71,169.5,72.3,1486.0,0.75,1109.41,1662.924026364064
49,155.3,44.1,2447.0,0.36,5000.0,30428.823240327943
70,160.7,84.5,4139.0,0.66,10000.0,500.0
36,164.2,95.1,2603.0,0.52,5000.0,500.0
58,177.4,75.1,500.0,0.78,5000.0,500.0
28,171.2,59.1,1617.0,0.97,10000.0,500.0
41,172.8,70.2,2543.0,0.41,10000.0,500.0
75,160.0,55.2,3094.0,0.89,545.51,500.0
41,161.5,55.9,1030.0,0.17,768.66,500.0
45,167.6,42.6,2201.0,0.11,10000.0,500.0
27,163.3,74.2,1967.0,0.08,5000.0,500.0
23,163.8,81.5,1951.0,0.44,10000.0,500.0
62,159.5,68.8,1280.0,0.82,10000.0,1884.297526809592
26,176.1,69.4,3763.0,0.78,651.61,14522.126515169555
49,160.2,44.2,1625.0,0.22,10000.0,500.0
55,149.7,75.9,2132.0,0.5,5000.0,500.0
72,162.9,85.4,1030.0,0.88,5000.0,6207.133077697636
58,171.8,60.7,500.0,0.13,5000.0,29528.875266421812
37,146.1,66.7,3751.0,0.87,467.0,8345.861845006157
23,162.6,58.8,4011.0,0.1,10000.0,16897.175791866368
25,163.9,75.6,2102.0,0.17,10000.0,500.0
54,171.5,53.2,2916.0,0.27,835.79,4983.121205473664
49,152.2,85.5,1543.0,0.24,813.21,500.0
22,168.7,62.8,1962.0,0.27,10000.0,500.0
24,176.0,42.0,3263.0,0.63,10000.0,15637.902593210303
72,165.8,97.8,500.0,0.35,646.14,500.0
70,176.1,81.4,1945.0,0.58,10000.0,500.0
46,195.6,84.9,4821.0,0.86,5000.0,15883.12984218057
26,175.3,74.3,3771.0,0.54,841.13,500.0
20,168.7,72.2,3697.0,0.54,5000.0,31123.972598378
44,178.7,82.3,2848.0,0.56,5000.0,500.0
52,166.5,61.4,831.0,0.62,5000.0,25851.66011135109
43,166.2,52.5,1742.0,0.35,10000.0,21033.4467332044
62,164.4,84.6,2155.0,0.23,10000.0,500.0
19,181.2,62.9,2534.0,0.95,5000.0,11649.068381015972
63,168.0,81.0,648.0,0.79,534.07,7460.44516018489
51,174.9,54.2,2183.0,0.84,5000.0,21275.330868241443
58,169.7,75.0,2560.0,0.52,10000.0,20027.529446076616
74,180.4,67.9,1938.0,0.13,5000.0,500.0
52,165.8,61.9,4044.0,0.1,10000.0,500.0
53,185.2,72.6,1642.0,0.43,5000.0,15993.57344877286
28,162.5,69.7,1905.0,0.83,817.23,564.2001804505054
70,187.7,95.5,3448.0,0.01,5000.0,2329.856499908037
28,178.7,47.1,2511.0,0.92,5000.0,21710.830735956435
24,170.8,55.5,1694.0,0.83,833.53,500.0
27,169.7,80.1,500.0,0.2,5000.0,500.0
41,179.6,64.4,2048.0,0.21,5000.0,500.0
43,163.3,86.0,2751.0,0.84,5000.0,9970.430138206002
64,162.1,78.4,3190.0,0.91,10000.0,13379.2509809291
71,155.8,72.2,2201.0,0.15,5000.0,500.0
33,180.9,78.7,882.0,0.15,702.63,23031.78560304812
30,176.3,64.7,1740.0,0.04,10000.0,500.0
40,176.1,77.1,4153.0,0.59,5000.0,4512.353496701046
22,163.8,64.2,1624.0,0.88,5000.0,7964.499543345832
19,172.4,80.9,512.0,0.28,5000.0,500.0
62,177.8,56.8,2603.0,0.8,5000.0,3689.708660649225
52,167.4,61.0,1632.0,0.49,263.02,500.0
22,171.7,70.4,3357.0,0.85,10000.0,500.0
64,170.6,103.0,1821.0,0.36,5000.0,500.0
73,169.1,82.0,5338.0700000000015,0.48,10000.0,28116.51582086857
58,160.1,70.8,2642.0,0.6,760.14,500.0
70,163.1,63.4,4391.0,0.6,502.75,8609.765766875245
22,174.3,74.9,3184.0,0.88,5000.0,34093.93217498821
58,173.0,51.1,500.0,0.95,5000.0,500.0
29,179.2,62.3,500.0,0.2,5000.0,500.0
43,193.4,72.6,2903.0,0.22,5000.0,500.0
34,166.8,75.4,1434.0,0.77,5000.0,500.0
58,175.3,78.0,2039.0,0.48,384.43,17335.93502475075
46,170.7,91.5,2064.0,0.8,5000.0,15438.93768684344
69,152.9,61.1,3298.0,0.61,5000.0,11065.682867430243
71,172.1,70.4,4881.0,0.37,833.83,32868.453928309114
19,159.2,68.2,2475.0,0.84,10000.0,500.0
29,159.9,46.0,1796.0,0.6,5000.0,500.0
63,177.5,98.6,2692.0,0.04,5000.0,9022.97416107141
55,165.9,82.8,3921.0,0.43,5000.0,500.0
19,167.9,80.5,2446.0,0.48,5000.0,500.0
56,158.9,73.2,4426.0,0.07,5000.0,15787.852523296118
38,170.4,64.9,2934.0,0.64,10000.0,6403.612522572084
37,173.2,80.4,1460.0,0.49,1059.92,10235.03751108291
52,155.8,45.1,993.0,0.59,844.84,16718.503458793577
31,154.8,57.5,2032.0,0.38,5000.0,16636.69263557818
40,166.2,67.6,665.0,0.79,10000.0,21976.802681712237
33,173.1,102.1,506.0,0.5,826.03,500.0
66,160.7,60.5,2567.0,0.49,5000.0,500.0
34,170.9,72.7,1004.0,0.32,661.62,500.0
70,164.2,59.9,677.0,0.29,5000.0,500.0
21,154.3,78.2,1165.0,0.08,936.22,500.0
24,177.4,64.9,3165.0,0.99,5000.0,500.0
46,179.7,78.7,1580.0,0.55,316.55,500.0
63,193.3,85.7,2695.0,0.86,10000.0,37546.73266811876
46,190.9,70.3,3131.0,0.12,214.07,38879.44200601208
27,175.5,71.5,3485.0,0.31,5000.0,9849.839515447731
33,162.9,65.7,2813.0,0.58,5000.0,500.0
20,183.4,70.0,732.0,0.71,10000.0,500.0
50,180.1,83.2,2925.0,1.0,5000.0,500.0
53,167.2,57.2,1771.0,0.73,5000.0,1476.3417006023133
52,169.1,88.3,2383.0,0.62,5000.0,2859.6271514534155
34,180.3,37.8,3040.0,0.09,4.87,21202.23880898143
21,177.6,83.8,3144.0,0.81,5000.0,24577.990857330224
37,179.8,63.6,1825.0,0.75,10000.0,500.0
45,168.6,30.1,4716.0,0.78,5000.0,15131.23274721774
27,175.9,66.7,3460.0,0.27,5000.0,500.0
70,168.3,90.1,2852.0,0.71,10000.0,24800.30273756093
32,187.7,59.5,2274.0,0.87,5000.0,500.0
32,169.4,73.7,2221.0,0.9,5000.0,628.2753345440714
31,165.0,36.0,733.0,0.52,10000.0,3936.112481554547
65,171.7,79.0,1994.0,0.25,10000.0,500.0
49,175.2,70.5,2630.0,0.32,728.7,24477.18989153181
20,165.8,52.7,2664.0,0.88,5000.0,24868.87619710433
27,173.6,64.4,1847.0,0.56,5000.0,5518.705733493365
67,170.4,69.7,4300.0,0.8,1155.35,28150.341140496592
39,160.7,57.1,3747.0,0.48,5000.0,9726.439367038389
48,167.8,61.1,4361.0,0.16,10000.0,500.0
54,163.5,48.1,3196.0,0.9,5000.0,21715.85274074107
56,167.4,63.2,3391.0,0.18,218.65,500.0
48,184.6,81.5,561.0,0.6,5000.0,500.0
38,177.2,59.5,2231.0,0.99,5000.0,13889.70317926636
32,191.9,79.6,4917.0,0.06,10000.0,9422.25996546064
71,173.9,94.2,500.0,0.04,5000.0,500.0
24,157.9,33.3,2768.0,0.17,10000.0,500.0
50,170.0,82.2,4289.0,0.24,5000.0,32608.14349800446
19,163.7,78.8,500.0,0.77,10000.0,20345.21837720314
43,156.8,94.6,2678.0,0.18,5000.0,500.0
52,167.6,61.1,2815.0,0.27,924.64,4644.722194634765
33,161.6,87.2,2528.0,0.41,10000.0,3978.576230821033
63,175.7,81.8,2721.0,0.16,5000.0,7414.347546630106
53,192.1,57.1,3636.0,0.86,5000.0,20830.29871156549
52,173.0,81.5,2696.0,0.68,996.21,500.0
60,169.6,60.8,971.0,0.16,10000.0,500.0
25,172.5,60.0,3052.0,0.53,1069.98,500.0
71,169.2,39.4,500.0,0.53,5000.0,6552.992107248032
19,173.0,70.8,2590.0,0.84,645.92,3764.454650476233
29,162.6,67.7,2631.0,0.89,5000.0,500.0
75,169.2,73.4,3973.0,0.28,5000.0,5505.620380023244
58,171.6,70.1,2811.0,0.58,650.47,20771.915081229483
75,161.1,72.8,3419.0,0.13,1079.95,2646.623178789177
62,181.7,86.5,1376.0,0.17,695.51,500.0
65,187.1,82.9,1098.0,0.68,581.62,500.0
61,156.8,70.3,721.0,0.21,5000.0,500.0
67,176.1,66.5,2141.0,0.62,913.2,25261.091226700035
65,179.5,60.7,2928.0,0.11,5000.0,35219.049757163055
24,171.7,37.8,2906.0,0.79,628.96,500.0
25,161.0,62.0,529.0,0.75,10000.0,500.0
35,167.2,64.0,2963.0,0.85,888.59,500.0
51,188.6,60.2,1521.0,0.84,5000.0,567.8736436267318
67,174.6,78.7,1341.0,0.76,5000.0,500.0
70,164.2,52.5,2244.0,0.87,5000.0,20623.35024190196
48,174.1,71.2,2102.0,0.74,10000.0,14583.276923740434
69,179.7,56.2,2101.0,0.24,10000.0,18897.50362778629
49,162.8,81.8,2782.0,0.61,631.24,5646.040401169496
62,169.6,71.0,1193.0,0.69,5000.0,20585.854065502743
70,165.5,76.6,2246.0,0.06,10000.0,500.0
75,165.4,53.2,743.0,0.86,214.8,19601.986561943948
27,175.5,56.6,2648.0,0.99,10000.0,25442.37941306498
70,192.2,58.3,779.0,0.04,5000.0,8324.10583393496
39,188.4,66.9,2410.0,0.7,5000.0,500.0
45,177.2,78.3,3159.0,0.02,898.9,29100.979743078864
70,164.9,57.0,1397.0,0.46,5000.0,500.0
31,171.0,74.9,3371.0,0.83,5000.0,20061.34068063979
60,176.1,58.3,2309.0,0.71,5000.0,4909.784070106458
49,159.7,72.5,4144.0,0.66,1027.64,24299.236885302285
53,158.9,60.1,2536.0,0.58,10000.0,5928.221864726001
75,163.3,80.3,902.0,0.69,5000.0,500.0
62,162.8,49.0,1657.0,0.15,10000.0,500.0
58,159.4,57.0,2072.0,0.33,5000.0,19145.24108058376
72,167.9,48.0,653.0,0.84,798.8,500.0
29,164.1,58.8,2138.0,0.88,5000.0,12824.084252989993
72,182.0,67.9,1550.0,0.83,5000.0,5710.123629715768
31,175.8,68.4,500.0,0.67,5000.0,500.0
39,165.6,69.3,2968.0,0.82,5000.0,500.0
40,183.6,88.4,505.0,0.1,5000.0,500.0
39,170.4,57.6,2147.0,0.0,1146.73,500.0
52,177.8,97.5,3052.0,0.84,10000.0,20205.78528366729
35,181.1,53.5,2921.0,0.63,5000.0,18749.40431521861
70,192.9,90.2,3964.0,0.44,426.73,4306.065929887514
27,167.7,54.4,500.0,0.0,10000.0,500.0
20,163.3,78.2,1648.0,0.4,5000.0,3967.2716262876384
48,163.3,90.9,2741.0,0.82,1106.06,500.0
31,163.5,84.8,2390.0,0.62,815.0,6339.23209003395
39,173.2,72.7,500.0,0.46,5000.0,9410.536173745952
54,171.7,55.0,500.0,0.02,10000.0,500.0
75,157.8,70.9,2470.0,0.07,5000.0,500.0
52,170.6,89.3,2794.0,0.86,10000.0,32340.76851809546
42,163.6,45.5,3045.0,0.06,10000.0,7036.164318789908
